<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
12-23-20;14:58:00;109231;115104;107916;111904;24
12-23-20;14:59:00;112994;115141;108204;111419;97
12-23-20;15:00:00;107960;115068;107960;110686;64
12-23-20;15:01:00;109163;115257;108000;115140;41
12-23-20;15:02:00;110775;114988;108022;114865;61
12-23-20;15:03:00;109327;115284;108042;113383;60
12-23-20;15:04:00;109281;115090;107932;113545;25
12-23-20;15:05:00;113791;115218;108223;112007;89
12-23-20;15:06:00;109612;115076;108009;110966;46
12-23-20;15:07:00;111770;115260;108060;114767;72
12-23-20;15:08:00;109125;115247;108003;109330;81
12-23-20;15:09:00;109832;115196;108004;108071;73
12-23-20;15:10:00;109773;115217;108030;112132;55
12-23-20;15:11:00;113400;115259;108003;112136;31
12-23-20;15:12:00;112130;115284;108027;115170;87
12-23-20;15:13:00;111411;115257;108112;110787;74
12-23-20;15:14:00;108863;115123;108050;110368;76
12-23-20;15:15:00;113887;115293;107960;112413;35
12-23-20;15:16:00;111892;115176;108038;114587;85
12-23-20;15:17:00;108337;114995;107907;113953;5
12-23-20;15:18:00;108631;115175;107911;107963;17
12-23-20;15:20:00;112268;115118;108103;110997;71
12-23-20;15:20:59;108638;115265;108225;111472;88
12-23-20;15:22:00;109242;115296;107937;111050;20
12-23-20;15:22:59;113325;115236;108018;114254;44
12-23-20;15:24:00;114049;115112;108169;113189;9
12-23-20;15:24:59;114952;114974;107974;108248;33
12-23-20;15:26:00;110049;115012;108033;112588;2
12-23-20;15:26:59;113822;114745;107996;113905;75
12-23-20;15:28:00;111229;114715;108018;111430;42
12-23-20;15:28:59;109719;115272;108035;111683;86
12-23-20;15:30:00;114888;115170;108221;112886;9
12-23-20;15:31:00;113317;115167;107913;111098;10
12-23-20;15:32:00;110738;115057;107947;110057;85
12-23-20;15:33:00;110869;115285;108093;114126;79
12-23-20;15:34:00;112190;115109;108015;112723;18
12-23-20;15:35:00;113879;115289;107964;110317;71
12-23-20;15:36:00;112844;115215;107903;107903;23
12-23-20;15:37:00;113400;115243;107972;111816;48
12-23-20;15:39:00;111495;115289;107973;109703;42
12-23-20;15:40:00;115224;115227;108040;109742;9
12-23-20;15:41:00;108179;115244;108046;113414;69
12-23-20;15:42:00;108826;115247;107960;112866;33
12-23-20;15:43:00;110258;115252;107947;109460;34
12-23-20;15:44:00;111212;115229;108386;111891;34
12-23-20;15:45:00;111529;115115;108285;111331;10
12-23-20;15:46:00;108403;114996;108012;108298;59
12-23-20;15:47:00;111430;115071;107983;112532;54
12-23-20;15:48:00;112557;115157;108150;114198;95
12-23-20;15:49:00;114541;115289;108023;108577;74
12-23-20;15:50:00;114845;114845;107949;111018;70
12-23-20;15:51:00;109006;115178;107910;115109;46
12-23-20;15:52:00;114453;115286;108110;108454;22
12-23-20;15:53:00;112824;115298;107901;108258;31
12-23-20;15:54:00;112772;115194;108064;109137;22
12-23-20;15:55:00;114991;115225;108110;109881;96
12-23-20;15:56:00;112605;115298;107906;108824;10
12-23-20;15:57:00;115273;115281;107986;108975;98
12-23-20;15:58:00;111108;114984;108370;113369;87
12-23-20;15:59:00;111132;115289;108024;110363;83
12-23-20;16:00:00;108102;115081;108102;108710;2
12-23-20;16:01:00;111113;115221;107924;108834;66
12-23-20;16:02:00;111450;115075;108498;111168;44
12-23-20;16:03:00;108704;115297;107937;111996;63
12-23-20;16:03:59;112531;115233;107913;115161;22
12-23-20;16:04:59;114661;115033;107916;112431;63
12-23-20;16:06:00;108321;115281;108080;113460;40
12-23-20;16:07:00;112751;115088;107928;109359;8
12-23-20;16:07:59;112193;115203;107927;108382;11
12-23-20;16:08:59;110144;115298;108036;112594;62
12-23-20;16:10:00;110483;115173;107909;110925;89
12-23-20;16:11:00;111245;115259;108000;109436;77
12-23-20;16:11:59;108824;115218;107934;108624;71
12-23-20;16:12:59;114994;115080;107910;114665;93
12-23-20;16:14:00;114587;115217;107972;112002;98
12-23-20;16:15:00;109628;115219;107963;111963;2
12-23-20;16:15:59;114476;115252;107932;109733;57
12-23-20;16:17:00;112549;115274;108000;109773;56
12-23-20;16:18:00;111310;115265;108073;111659;40
12-23-20;16:19:00;109789;115214;108163;109949;6
12-23-20;16:19:59;112722;115106;108061;109995;6
12-23-20;16:21:00;111066;115158;108012;112553;95
12-23-20;16:22:00;112610;115164;107914;110189;92
12-23-20;16:23:00;111981;115220;107919;113696;49
12-23-20;16:23:59;111583;115069;108015;115069;95
12-23-20;16:25:00;110941;115163;107917;112524;35
12-23-20;16:26:00;108633;115123;108158;115123;45
12-23-20;16:27:00;109562;114586;107985;110207;54
12-23-20;16:27:59;108410;115060;108038;110308;8
12-23-20;16:29:00;111786;115268;107970;109996;27
12-23-20;16:30:00;115131;115285;107948;111871;92
12-23-20;16:31:00;109711;115195;108013;109450;74
12-23-20;16:32:00;107956;114934;107956;110737;2
12-23-20;16:33:00;108156;114955;107910;111017;64
12-23-20;16:34:00;108119;115043;107972;111103;36
12-23-20;16:35:00;111775;115293;107964;111091;34
12-23-20;16:36:00;108902;115246;107973;114347;58
12-23-20;16:38:00;110017;115213;107948;109257;24
12-23-20;16:39:00;110860;115267;108059;113965;52
12-23-20;16:40:00;112968;114963;108136;114079;21
12-23-20;16:41:00;113362;115098;108123;110861;30
12-23-20;16:42:00;112321;115173;107933;111755;2
12-23-20;16:43:00;113324;115145;108269;113977;35
12-23-20;16:44:00;113676;115299;108260;108260;71
12-23-20;16:45:00;109018;115222;108201;113832;80
12-23-20;16:46:00;108361;115260;107907;114335;95
12-23-20;16:47:00;109637;115277;108046;109231;27
12-23-20;16:48:00;111532;115193;108066;108244;63
12-23-20;16:48:59;110102;115159;107937;115151;34
12-23-20;16:49:59;114444;114928;108180;111736;58
12-23-20;16:51:00;112656;115251;108206;111101;7
12-23-20;16:52:00;114009;115201;107911;111946;44
12-23-20;16:52:59;111632;115290;107933;108334;85
12-23-20;16:53:59;112924;115142;107912;108702;60
12-23-20;16:55:00;112947;115243;108100;110415;71
12-23-20;16:56:00;109394;115285;108007;113862;95
12-23-20;16:56:59;111522;115105;108091;114745;1
12-23-20;16:57:59;110717;115243;107977;107977;84
12-23-20;16:59:00;110416;115127;108030;108259;21
12-23-20;17:00:00;111166;115267;107969;113121;98
12-23-20;17:00:59;110797;114868;108195;111831;2
12-23-20;17:02:00;114606;114954;107927;109274;64
12-23-20;17:03:00;113515;115291;107986;112270;35
12-23-20;17:04:00;111705;115271;107965;113322;55
12-23-20;17:04:59;110999;114995;108062;108769;79
12-23-20;17:06:00;109745;115274;107972;112273;3
12-23-20;17:07:00;113131;115195;107998;114605;15
12-23-20;17:08:00;112756;115226;108081;109046;25
12-23-20;17:08:59;110914;115294;108050;112344;50
12-23-20;17:10:00;108546;114679;108173;110947;97
12-23-20;17:11:00;111105;115107;107915;109438;92
12-23-20;17:12:00;114022;115291;107965;112333;85
12-23-20;17:12:59;110928;115243;107955;115243;39
12-23-20;17:14:00;114269;115289;107951;110559;46
12-23-20;17:15:00;111824;114803;107902;114086;7
12-23-20;17:16:00;108793;115071;108094;109941;95
12-23-20;17:18:00;109987;115013;107949;114038;73
12-23-20;17:19:00;111585;115271;108270;111746;1
12-23-20;17:20:00;113457;115211;108163;109698;92
12-23-20;17:21:00;112044;115127;107977;112586;7
12-23-20;17:22:00;113946;114997;107948;108451;54
12-23-20;17:23:00;115238;115260;107990;114922;15
12-23-20;17:24:00;110438;115289;107940;110021;16
12-23-20;17:25:00;114412;115053;107940;110692;6
12-23-20;17:26:00;108884;115253;108036;113502;41
12-23-20;17:27:00;112953;115196;108134;112729;81
12-23-20;17:28:00;114091;115150;107909;108256;97
12-23-20;17:29:00;108922;115117;108045;112997;7
12-23-20;17:30:00;112088;115272;108291;113370;66
12-23-20;17:31:00;114278;115271;107999;109669;54
12-23-20;17:32:00;107949;115278;107949;108093;85
12-23-20;17:33:00;114066;115229;108251;110789;79
12-23-20;17:33:59;113428;115237;107991;112337;31
12-23-20;17:34:59;111827;115115;108109;111539;78
12-23-20;17:36:00;111648;115258;107901;109071;98
12-23-20;17:37:00;114744;115291;108038;108918;51
12-23-20;17:37:59;109506;115021;108125;111287;84
12-23-20;17:38:59;112197;115080;107954;110667;38
12-23-20;17:40:00;114397;115201;108125;108697;75
12-23-20;17:41:00;110685;115140;108089;109104;4
12-23-20;17:41:59;111177;115292;107906;114633;29
12-23-20;17:42:59;112055;115149;108050;114424;18
12-23-20;17:44:00;109968;115285;107916;113229;26
12-23-20;17:45:00;111945;115199;108099;110859;63
12-23-20;17:45:59;108720;115298;107998;110766;98
12-23-20;17:47:00;112794;115273;107913;110195;65
12-23-20;17:48:00;114515;114952;107934;113023;55
12-23-20;17:49:00;107963;115272;107963;112178;66
12-23-20;17:49:59;114991;115108;107957;113482;67
12-23-20;17:51:00;111411;115252;107920;112368;97
12-23-20;17:52:00;112713;115186;107929;112804;47
12-23-20;17:53:00;113656;115268;107971;113441;41
12-23-20;17:53:59;111747;115128;108210;113012;55
12-23-20;17:55:00;108393;115167;107906;112617;69
12-23-20;17:56:00;114083;115197;108019;108283;35
12-23-20;17:57:00;112432;115201;107916;110212;68
12-23-20;17:57:59;110837;115201;108028;108800;64
12-23-20;17:59:00;109350;115231;107944;110053;55
12-23-20;18:00:00;109604;115000;107968;111656;36
12-23-20;18:01:00;113207;115101;108322;108933;82
12-23-20;18:02:00;114560;115267;108401;115051;65
12-23-20;18:03:00;110324;115029;107999;108279;26
12-23-20;18:04:00;114004;115146;108043;109939;35
12-23-20;18:05:00;113582;115272;108092;108466;79
12-23-20;18:06:00;110742;115246;107944;110684;55
12-23-20;18:07:00;108355;115219;107958;113770;98
12-23-20;18:08:00;109802;115243;107982;109534;61
12-23-20;18:09:00;109494;115227;107931;108183;80
12-23-20;18:10:00;111331;115260;108261;108711;94
12-23-20;18:11:00;114684;115210;107917;115210;41
12-23-20;18:12:00;108568;115256;107903;108709;11
12-23-20;18:13:00;113175;115289;107965;112229;6
12-23-20;18:14:00;109927;114943;107934;111408;61
12-23-20;18:15:00;114315;115162;107921;110634;90
12-23-20;18:16:00;110955;115240;107996;112720;38
12-23-20;18:17:00;112296;115220;108162;109254;85
12-23-20;18:18:00;110249;115291;107929;112828;2
12-23-20;18:18:59;111296;115252;107918;114993;98
12-23-20;18:19:59;115285;115285;107925;108790;78
12-23-20;18:21:00;109747;115194;107987;109837;51
12-23-20;18:22:00;111793;115009;107945;109779;23
12-23-20;18:22:59;112233;115182;108113;113033;71
12-23-20;18:23:59;108558;115116;108103;108246;94
12-23-20;18:25:00;111862;115287;107907;113789;24
12-23-20;18:26:00;113816;114948;107932;111131;35
12-23-20;18:26:59;111551;114791;107931;109948;60
12-23-20;18:27:59;111668;115291;107916;113141;60
12-23-20;18:29:00;113781;115078;107961;109336;71
12-23-20;18:30:00;109132;115206;107959;108305;6
12-23-20;18:30:59;109071;114904;108027;110096;69
12-23-20;18:32:00;109248;115242;107990;110216;38
12-23-20;18:33:00;108250;114933;108250;109793;58
12-23-20;18:34:00;109908;114798;107917;110455;24
12-23-20;18:34:59;111487;115220;108012;111868;4
12-23-20;18:36:00;112450;115283;108062;114968;60
12-23-20;18:37:00;113111;115277;108363;114637;62
12-23-20;18:38:00;114591;115287;107990;115207;10
12-23-20;18:38:59;114843;114937;107988;108246;38
12-23-20;18:40:00;113285;115162;107987;111140;63
12-23-20;18:41:00;109739;115271;107956;114104;45
12-23-20;18:42:00;111435;115192;108211;111513;19
12-23-20;18:42:59;112998;115290;107965;113819;57
12-23-20;18:44:00;114812;115297;107953;110821;44
12-23-20;18:45:00;109356;114972;108031;113026;95
12-23-20;18:46:00;110390;115170;108000;113951;51
12-23-20;18:47:00;114439;115285;107904;107973;42
12-23-20;18:48:00;112083;115141;107988;114911;86
12-23-20;18:49:00;112440;115174;107993;108643;40
12-23-20;18:50:00;113909;115147;107901;115098;94
12-23-20;18:51:00;108483;115091;107997;110294;40
12-23-20;18:52:00;109667;115258;107932;112316;81
12-23-20;18:53:00;108570;115150;108115;112690;55
12-23-20;18:54:00;108801;115206;108010;111883;91
12-23-20;18:55:00;110823;115282;108012;111978;19
12-23-20;18:56:00;115110;115228;108028;112462;89
12-23-20;18:57:00;111049;114844;108047;114844;4
12-23-20;18:58:00;110219;115213;107954;112947;43
12-23-20;18:59:00;111641;115175;108089;113484;15
12-23-20;19:00:00;109216;115277;108149;108855;2
12-23-20;19:01:00;111097;115134;108135;112435;87
12-23-20;19:02:00;109814;115210;108105;113591;25
12-23-20;19:03:00;114998;115269;108110;114138;45
12-23-20;19:04:00;109603;115295;108001;110900;15
12-23-20;19:05:00;110181;115146;108052;113826;1
12-23-20;19:06:00;113894;115231;107950;108463;13
12-23-20;19:07:00;112781;115297;107959;110441;3
12-23-20;19:08:00;107947;115046;107947;112803;79
12-23-20;19:09:00;108426;115116;107925;113042;61
12-23-20;19:10:00;108221;115156;108177;113135;83
12-23-20;19:11:00;115160;115252;108042;110434;71
12-23-20;19:12:00;112430;115051;108165;112124;73
12-23-20;19:13:00;110646;115241;107923;115100;19
12-23-20;19:14:00;111852;115029;108311;109285;86
12-23-20;19:15:00;111267;115098;107915;113501;96
12-23-20;19:16:00;111106;115266;107968;109937;39
12-23-20;19:17:00;110743;115112;108013;109968;80
12-23-20;19:18:00;114171;115293;108163;114111;86
12-23-20;19:19:00;114693;115226;108102;115030;82
12-23-20;19:19:59;111419;115236;108043;109998;57
12-23-20;19:21:00;109318;115238;107904;109920;31
12-23-20;19:22:00;108720;115232;107921;108066;51
12-23-20;19:23:00;111401;115217;108290;112234;11
12-23-20;19:23:59;114853;115291;108009;114711;79
12-23-20;19:25:00;113021;115297;107910;108510;49
12-23-20;19:26:00;112213;115140;107915;107915;27
12-23-20;19:27:00;113552;115257;107959;112911;27
12-23-20;19:27:59;111456;115227;107936;115227;3
12-23-20;19:29:00;109193;114960;107993;113769;6
12-23-20;19:30:00;113113;115280;107918;115280;43
12-23-20;19:31:00;113316;115012;107978;112403;6
12-23-20;19:32:00;109333;115259;107966;114814;2
12-23-20;19:33:00;112039;114997;107914;113995;20
12-23-20;19:34:00;112196;115263;107939;114985;1
12-23-20;19:35:00;113800;115228;107904;110546;31
12-23-20;19:36:00;110904;115260;107996;110868;1
12-23-20;19:37:00;109058;115055;108148;109659;58
12-23-20;19:38:00;110526;115199;107922;113839;14
12-23-20;19:39:00;108324;115282;107935;109155;24
12-23-20;19:40:00;113247;115238;107937;108745;5
12-23-20;19:41:00;109576;115254;108109;113049;97
12-23-20;19:42:00;110440;115292;107973;112203;85
12-23-20;19:43:00;113905;115173;107922;109562;51
12-23-20;19:44:00;112930;115125;108226;114573;22
12-23-20;19:45:00;108406;114872;107946;113040;78
12-23-20;19:46:00;111719;115084;107952;111782;37
12-23-20;19:47:00;113644;115248;107936;114467;6
12-23-20;19:48:00;108571;115062;107948;111264;4
12-23-20;19:49:00;111057;115284;108154;108512;57
12-23-20;19:50:00;109177;115062;107995;111449;6
12-23-20;19:51:00;112257;114911;108011;110552;36
12-23-20;19:52:00;110656;115257;107993;113907;84
12-23-20;19:53:00;110761;115095;107941;113517;60
12-23-20;19:54:00;112478;115287;108134;113935;37
12-23-20;19:56:00;114429;115261;108345;108445;31
12-23-20;19:57:00;108026;115069;107937;114206;87
12-23-20;19:58:00;113731;115076;107928;111518;52
12-23-20;19:59:00;113498;115255;107905;109665;19
12-23-20;20:00:00;108779;115150;107923;115034;66
12-24-20;10:00:00;112556;115269;107963;110440;78
12-24-20;10:01:00;114136;115283;107946;113971;94
12-24-20;10:02:00;109750;115192;108088;111067;86
12-24-20;10:03:00;111772;115251;108123;110546;3
12-24-20;10:04:00;112698;114961;108008;111952;25
12-24-20;10:05:00;109630;115232;108233;111038;93
12-24-20;10:06:00;111539;115133;107947;115033;40
12-24-20;10:07:00;112799;115252;107931;111401;20
12-24-20;10:08:00;112964;114987;107940;111281;77
12-24-20;10:09:00;112500;115167;108128;115163;95
12-24-20;10:10:00;108227;115220;108209;110569;77
12-24-20;10:11:00;112344;115275;107900;112763;27
12-24-20;10:12:00;114245;115194;108050;114327;81
12-24-20;10:13:00;109139;115226;108039;108940;77
12-24-20;10:14:00;114245;115284;107924;112643;58
12-24-20;10:15:00;114268;115241;108543;114046;25
12-24-20;10:16:00;113460;115276;108085;113342;98
12-24-20;10:17:00;109149;115287;107912;112821;17
12-24-20;10:18:00;110850;115260;108266;114472;95
12-24-20;10:19:00;114269;115272;107998;110641;26
12-24-20;10:20:00;113414;115295;108050;110595;77
12-24-20;10:21:00;114475;115223;108121;110245;70
12-24-20;10:22:00;109328;115271;108136;109214;7
12-24-20;10:23:00;113516;115261;108009;110003;20
12-24-20;10:24:00;112595;115249;107959;113071;15
12-24-20;10:24:59;111069;115295;107917;113559;93
12-24-20;10:26:00;112105;115162;107994;110564;27
12-24-20;10:26:59;114131;115273;108164;112601;55
12-24-20;10:28:00;108451;115214;107990;114596;55
12-24-20;10:28:59;108124;115099;107902;111143;62
12-24-20;10:30:00;110710;115131;107957;110937;60
12-24-20;10:31:00;114423;114673;108273;114561;37
12-24-20;10:32:00;112356;115259;107922;110619;78
12-24-20;10:33:00;110011;115237;107961;112975;62
12-24-20;10:34:00;111072;115292;107902;114824;27
12-24-20;10:35:00;113117;115286;108013;110151;39
12-24-20;10:36:00;109586;115248;107950;113044;56
12-24-20;10:37:00;115280;115280;107981;111620;27
12-24-20;10:38:00;113767;115285;107950;115174;1
12-24-20;10:39:00;112462;115069;108021;112460;91
12-24-20;10:40:00;112584;115121;107947;109633;51
12-24-20;10:41:00;113566;115056;108092;109889;65
12-24-20;10:42:00;112972;115235;107936;108697;18
12-24-20;10:43:00;115109;115252;107929;108027;51
12-24-20;10:44:00;115110;115153;108104;112260;33
12-24-20;10:45:00;111236;115146;108115;114889;23
12-24-20;10:46:00;113427;114971;108196;113364;64
12-24-20;10:47:00;113950;115042;108035;114816;26
12-24-20;10:48:00;114743;115164;108304;112113;71
12-24-20;10:49:00;113555;115176;108241;114364;24
12-24-20;10:50:00;115229;115258;108070;113813;23
12-24-20;10:51:00;108264;115029;108256;113034;38
12-24-20;10:52:00;113397;115253;107917;110769;41
12-24-20;10:53:00;114391;115267;108068;111924;35
12-24-20;10:54:00;114749;115270;108162;111321;41
12-24-20;10:55:00;114633;114931;107952;108522;57
12-24-20;10:56:00;111437;115034;107934;109375;33
12-24-20;10:57:00;110779;115211;108058;109447;23
12-24-20;10:58:00;110236;114894;107925;108067;24
12-24-20;10:59:00;110140;115025;108539;110262;23
12-24-20;11:00:00;110289;115297;107922;114117;43
12-24-20;11:01:00;111982;115136;108094;110144;57
12-24-20;11:02:00;113611;115169;108031;109899;92
12-24-20;11:03:00;113925;114904;107921;109908;88
12-24-20;11:04:00;113626;115178;107932;113328;50
12-24-20;11:05:00;114488;115275;107932;110700;60
12-24-20;11:06:00;113771;115033;108057;112088;31
12-24-20;11:07:00;109943;115191;107948;115191;85
12-24-20;11:08:00;114309;115023;108282;114871;64
12-24-20;11:09:00;112439;114958;107909;110212;45
12-24-20;11:09:59;114531;115079;107930;112744;26
12-24-20;11:11:00;111026;114888;107944;108440;56
12-24-20;11:11:59;111229;115265;107972;109687;77
12-24-20;11:13:00;111281;115232;108022;108022;40
12-24-20;11:13:59;114280;115279;108011;110093;54
12-24-20;11:15:00;111623;115143;108115;112021;29
12-24-20;11:16:00;114499;115299;108157;114778;72
12-24-20;11:17:00;108183;115255;108068;113968;5
12-24-20;11:18:00;110852;114976;107933;114848;95
12-24-20;11:19:00;114270;115289;107944;115084;48
12-24-20;11:20:00;110978;115158;107975;111602;19
12-24-20;11:21:00;113585;114769;107906;113140;23
12-24-20;11:22:00;114724;115236;107974;112754;31
12-24-20;11:23:00;108586;115280;107965;108263;98
12-24-20;11:24:00;109737;115122;107901;112598;53
12-24-20;11:25:00;110215;115166;108033;113428;98
12-24-20;11:26:00;114935;115131;108140;110841;76
12-24-20;11:27:00;114785;115254;108236;112879;48
12-24-20;11:28:00;112272;115223;107983;114871;40
12-24-20;11:29:00;110402;115285;108349;110061;50
12-24-20;11:30:00;110102;115015;107937;112858;21
12-24-20;11:31:00;113174;115231;107948;109223;66
12-24-20;11:32:00;109461;115187;107928;111313;76
12-24-20;11:33:00;108662;115181;108025;109039;19
12-24-20;11:34:00;109200;115186;107999;108614;80
12-24-20;11:35:00;109166;115242;107965;113190;73
12-24-20;11:36:00;113938;115271;107947;108032;11
12-24-20;11:37:00;113625;115120;107984;113180;93
12-24-20;11:38:00;112883;115049;108136;109432;57
12-24-20;11:39:00;109629;115224;107999;113091;97
12-24-20;11:40:00;109966;115161;107911;114867;32
12-24-20;11:41:00;109822;115278;108032;114614;82
12-24-20;11:42:00;110601;115074;107990;113078;62
12-24-20;11:43:00;111371;115054;107972;110799;91
12-24-20;11:44:00;109077;115265;107915;110113;64
12-24-20;11:45:00;112337;115219;107939;112672;20
12-24-20;11:46:00;114089;115020;107963;109455;44
12-24-20;11:47:00;114385;115246;107954;114685;93
12-24-20;11:48:00;109093;114978;107949;111737;1
12-24-20;11:49:00;111706;115157;107903;110434;85
12-24-20;11:50:00;113562;114919;107914;112705;21
12-24-20;11:51:00;113195;115206;108168;112633;29
12-24-20;11:52:00;114578;115134;108173;109194;60
12-24-20;11:53:00;112442;115268;107910;107910;95
12-24-20;11:54:00;111585;115264;107972;115064;46
12-24-20;11:54:59;112020;115283;107967;111400;43
12-24-20;11:56:00;108167;115249;108160;109276;51
12-24-20;11:56:59;115158;115234;107989;113426;18
12-24-20;11:58:00;114864;115297;108144;111226;69
12-24-20;11:58:59;109629;115149;107917;114786;10
12-24-20;12:00:00;114750;115226;108014;112276;30
12-24-20;12:01:00;111665;115110;108033;111808;71
12-24-20;12:02:00;111560;115295;107911;113738;75
12-24-20;12:03:00;113300;115197;107952;112792;48
12-24-20;12:04:00;112120;115274;107905;112163;18
12-24-20;12:05:00;109993;115147;108082;110400;57
12-24-20;12:06:00;113769;115295;107928;114499;79
12-24-20;12:07:00;108676;115279;108137;111163;42
12-24-20;12:08:00;112269;115184;107911;112593;57
12-24-20;12:09:00;114868;115239;108156;114563;40
12-24-20;12:10:00;113074;115265;108091;111430;12
12-24-20;12:11:00;112863;115280;107910;113320;26
12-24-20;12:12:00;111027;115163;107925;108876;5
12-24-20;12:13:00;108430;115092;108013;115058;16
12-24-20;12:14:00;109419;115205;107983;112034;6
12-24-20;12:15:00;113648;115137;107945;109904;22
12-24-20;12:16:00;112366;114936;108017;112847;97
12-24-20;12:17:00;114784;115185;108066;108594;20
12-24-20;12:18:00;109008;115271;108141;112269;3
12-24-20;12:18:59;114932;115283;107963;114013;40
12-24-20;12:20:00;113479;115200;107975;113251;22
12-24-20;12:20:59;114952;115245;107905;114064;63
12-24-20;12:22:00;110365;115129;107947;108067;92
12-24-20;12:22:59;108265;115104;108265;110624;61
12-24-20;12:24:00;115212;115222;108192;109953;54
12-24-20;12:24:59;108805;115154;108081;112462;32
12-24-20;12:26:00;115255;115296;107929;115292;21
12-24-20;12:26:59;112483;115263;108258;108707;34
12-24-20;12:28:00;114629;115229;107999;110728;28
12-24-20;12:28:59;113388;115297;107994;111564;37
12-24-20;12:30:00;108760;115224;107981;111945;16
12-24-20;12:31:00;109081;115198;107967;109568;58
12-24-20;12:32:00;109901;115297;107920;114322;2
12-24-20;12:33:00;114177;115216;107941;112657;50
12-24-20;12:34:00;111516;115192;107957;110822;98
12-24-20;12:35:00;110250;114997;107943;107943;53
12-24-20;12:36:00;113239;115176;108115;110070;23
12-24-20;12:37:00;108833;115288;107906;109566;24
12-24-20;12:38:00;112231;114779;107900;114520;98
12-24-20;12:39:00;110571;115212;108498;114000;73
12-24-20;12:40:00;111813;114901;107913;110304;8
12-24-20;12:41:00;109817;115269;107992;115176;56
12-24-20;12:42:00;114890;115166;107977;115166;18
12-24-20;12:43:00;110585;114978;107939;113374;45
12-24-20;12:44:00;114071;115291;107946;114942;40
12-24-20;12:45:00;109226;114985;107928;109235;5
12-24-20;12:46:00;112224;115183;108179;115130;52
12-24-20;12:47:00;112031;115112;107905;109201;51
12-24-20;12:48:00;113272;115193;107923;110895;10
12-24-20;12:49:00;108699;115159;107974;108503;50
12-24-20;12:50:00;108640;115179;107921;112669;22
12-24-20;12:51:00;110357;115065;107934;111417;33
12-24-20;12:52:00;112099;115117;107914;114099;45
12-24-20;12:53:00;109999;115261;107936;114498;58
12-24-20;12:54:00;113612;115268;107907;110169;60
12-24-20;12:55:00;114315;115245;107945;109511;13
12-24-20;12:56:00;109916;115112;107966;109778;97
12-24-20;12:57:00;112947;115108;107955;110180;32
12-24-20;12:58:00;112061;115179;108072;113036;76
12-24-20;12:59:00;108206;115220;107992;112202;86
12-24-20;13:00:00;108784;115186;108053;115101;97
12-24-20;13:01:00;109147;115199;107989;108697;85
12-24-20;13:02:00;110043;115251;107904;110207;15
12-24-20;13:03:00;112080;115280;108039;108746;92
12-24-20;13:03:59;114916;114932;107973;109477;90
12-24-20;13:05:00;111634;115289;108140;108140;3
12-24-20;13:05:59;110910;115138;108097;112353;96
12-24-20;13:07:00;114271;115149;108247;115149;49
12-24-20;13:07:59;110181;115224;107939;115217;41
12-24-20;13:09:00;114989;115267;108257;114246;26
12-24-20;13:09:59;113764;115039;107950;111456;35
12-24-20;13:11:00;109269;115267;108115;111394;47
12-24-20;13:11:59;112198;115023;107906;114225;93
12-24-20;13:13:00;110417;115294;107900;109460;58
12-24-20;13:13:59;108945;115282;107910;112448;66
12-24-20;13:15:00;110525;115074;108086;110078;48
12-24-20;13:16:00;113860;115175;107963;111549;91
12-24-20;13:17:00;108296;114870;107994;110713;53
12-24-20;13:18:00;109817;115251;107970;113148;2
12-24-20;13:19:00;114511;115292;107944;114721;67
12-24-20;13:20:00;114663;115205;108022;110373;96
12-24-20;13:21:00;112818;115251;108051;111635;29
12-24-20;13:22:00;111298;115217;108112;108790;54
12-24-20;13:23:00;110428;115281;107981;110108;82
12-24-20;13:24:00;112745;115228;108129;112501;95
12-24-20;13:25:00;110037;115243;107966;108578;63
12-24-20;13:26:00;112384;114989;107945;110789;21
12-24-20;13:27:00;115073;115073;107917;108819;45
12-24-20;13:28:00;108564;115161;108051;113734;78
12-24-20;13:29:00;115192;115247;108012;111918;33
12-24-20;13:30:00;110696;115152;107985;113689;84
12-24-20;13:31:00;109810;115024;107947;108619;28
12-24-20;13:32:00;114996;115282;108011;111497;36
12-24-20;13:33:00;112394;115102;108168;109933;5
12-24-20;13:34:00;113089;115001;108162;110874;81
12-24-20;13:35:00;113188;115244;107906;109629;95
12-24-20;13:36:00;113872;115229;107944;110297;25
12-24-20;13:37:00;111701;115213;107926;107987;68
12-24-20;13:38:00;112548;115187;107966;108920;82
12-24-20;13:39:00;114259;115130;108104;114458;29
12-24-20;13:40:00;110449;115154;107954;114583;74
12-24-20;13:41:00;111944;115158;107967;109428;18
12-24-20;13:42:00;113141;115190;108052;111172;42
12-24-20;13:43:00;114622;115157;107936;110767;33
12-24-20;13:44:00;109584;115020;108066;111837;96
12-24-20;13:45:00;112047;115003;108037;113587;45
12-24-20;13:46:00;110192;115269;107901;108300;68
12-24-20;13:47:00;111476;114920;107952;112322;81
12-24-20;13:48:00;114155;115221;107939;111069;53
12-24-20;13:48:59;108763;115133;108071;108199;74
12-24-20;13:50:00;112141;115284;108052;111590;51
12-24-20;13:50:59;113757;115209;108080;110825;15
12-24-20;13:52:00;114096;115061;107964;111996;61
12-24-20;13:52:59;113521;115170;107970;113372;22
12-24-20;13:54:00;115299;115299;107963;108617;66
12-24-20;13:54:59;113593;115178;108362;114548;87
12-24-20;13:56:00;110824;115109;108199;108732;92
12-24-20;13:56:59;111994;115202;108512;112344;85
